,TIME OCC,Vict Age,Crm Cd Desc,AREA NAME,Vict Sex,Premis Desc,Weapon Desc,LOCATION
881276,342,22,56,5,0,189,58,4274
881279,2325,41,4,10,0,189,58,6078
881284,945,54,2,0,1,165,6,2114
881287,2350,44,56,6,1,199,51,2712
881291,124,24,68,12,0,59,68,4886
881301,520,53,75,12,1,218,68,6634
881304,200,31,4,2,0,188,58,2880
881309,1700,16,2,9,1,164,14,4641
881311,1410,61,56,11,1,165,24,10117
881322,1252,55,10,7,1,189,63,2599
881333,1700,23,4,1,0,13,58,66
881341,2100,23,3,16,1,199,11,3860
881343,515,43,56,14,0,199,54,8851
881346,940,27,3,19,1,188,26,9940
881355,1200,30,10,14,1,151,70,3666
881365,1740,60,56,16,1,165,14,6561
881375,520,42,4,9,0,189,58,4643
881381,1500,21,14,6,1,165,68,3720
881388,900,39,2,14,0,199,66,1198
881398,2130,45,37,17,1,90,58,7344
881403,2100,36,2,15,0,158,68,877
881404,2330,30,4,10,1,13,58,3229
881406,1530,49,10,15,1,151,24,5744
881412,2100,34,36,14,0,189,58,8952
881413,2345,74,13,12,1,189,58,4404
881419,1012,19,10,7,0,189,27,1431
881421,2107,81,80,8,1,189,45,7161
881431,2100,21,23,15,0,199,58,4544
881434,2040,40,64,15,0,189,58,4455
881453,2015,31,2,14,0,188,68,9680
881455,830,29,56,14,0,165,51,2690
881458,800,16,4,17,0,67,58,1805
881470,845,28,37,19,1,189,58,7931
881475,1900,13,23,0,1,199,70,3573
881487,1830,43,37,2,1,189,58,3310
881508,2316,42,27,19,1,199,24,6310
881509,1725,46,4,19,0,151,58,6914
881510,1800,33,14,12,1,151,68,5849
881514,1755,59,4,18,1,151,58,2971
881515,1730,40,2,1,1,151,68,5998
881519,1320,23,37,4,0,151,58,6024
881521,2055,33,4,8,1,188,58,7050
881529,1200,12,4,3,0,73,58,8388
881530,1650,44,23,17,0,189,70,6173
881531,330,26,81,12,1,188,68,8598
881534,2100,58,37,0,0,189,58,8903
881536,1500,26,4,14,0,227,58,9219
881540,600,42,40,7,0,151,70,8396
881552,45,39,36,2,0,199,24,2629
881557,2310,30,2,6,1,165,29,6369
881563,245,25,37,16,0,165,58,7168
881565,1830,30,7,13,0,21,68,9091
881569,1825,62,37,9,0,189,58,3681
881571,1605,26,2,12,1,59,37,8448
881580,1,20,37,12,0,158,58,6585
881595,1600,39,23,4,0,165,70,6072
881596,2030,40,56,1,1,165,66,6732
881602,1805,48,81,6,1,165,58,7599
881607,700,22,56,2,1,189,58,3814
881630,300,25,37,6,0,151,58,7188
881632,216,69,13,3,1,158,68,1147
881642,950,42,75,12,0,218,68,5926
881646,232,23,2,4,1,165,24,8190
881647,1200,37,56,13,0,188,58,7352
881649,1315,11,4,2,1,73,58,1472
881673,1120,47,4,0,0,149,68,9379
881695,700,37,56,19,0,165,58,8283
881698,100,55,2,15,1,151,27,5020
881704,750,38,2,6,1,3,24,9854
881708,1130,26,2,4,1,199,24,5255
881711,1800,63,4,5,0,189,58,6744
881712,200,24,36,17,0,151,58,7769
881726,2140,40,37,20,0,90,58,2737
881730,1300,32,4,15,0,71,58,4852
881736,1550,16,56,18,1,67,24,4581
881741,630,37,2,0,1,199,68,5900
881746,2030,22,23,5,1,151,70,4721
881753,825,36,4,3,1,159,58,444
881758,2300,25,14,11,1,59,45,3657
881760,1550,27,4,6,0,188,58,9401
881762,2312,39,4,10,0,189,58,4975
881774,1438,31,10,15,0,199,54,2105
881779,1139,46,2,0,1,199,69,9656
881781,2215,51,2,8,1,158,66,6234
881786,1245,51,4,11,1,56,58,8095
881790,1330,58,14,18,0,59,68,3150
881793,1830,65,56,13,1,199,58,4087
881815,850,68,2,15,1,199,68,4542
881827,2240,33,80,15,1,151,58,5489
881831,1930,15,4,16,1,186,58,7192
881837,2040,52,4,0,1,48,58,6776
881845,1800,46,4,6,1,133,58,9506
881848,1605,33,56,13,1,164,58,7352
881882,600,33,2,6,1,188,68,7274
881883,2010,32,4,9,0,166,58,6227
881902,1420,39,2,4,1,199,68,4031
881903,1800,27,23,19,1,189,70,3278
881916,350,29,4,8,0,199,58,700
881922,1100,52,4,0,0,199,58,6481
881925,2100,63,43,13,1,45,68,2688
881947,1345,50,7,15,1,188,58,5604
881948,900,25,52,11,0,151,58,8729
881954,1130,17,17,0,0,189,58,6550
881955,2000,41,2,0,0,188,32,2130
881961,2135,41,75,12,0,218,68,40
881970,1900,33,2,8,1,136,37,972
881975,1720,38,2,15,1,199,58,9540
881983,930,66,58,17,1,82,58,5884
882014,1740,30,2,0,0,188,29,8379
882034,30,25,10,2,0,151,58,8949
882038,100,42,37,4,0,189,58,2003
882049,1758,22,23,18,1,151,58,1469
882065,1730,23,75,12,1,218,68,5926
882067,1250,62,4,12,1,16,58,9751
882071,1510,50,23,9,0,189,70,2943
882079,1200,26,36,17,0,151,58,7766
882083,345,26,4,14,1,217,68,43
882102,1510,22,56,6,0,151,58,6991
882109,1945,16,18,0,0,189,58,8747
882111,1800,14,18,2,0,151,58,8390
882118,1800,48,2,0,0,151,60,7208
882125,700,50,4,14,1,151,58,6672
882128,1700,21,4,13,0,199,58,751
882136,825,16,4,1,0,188,58,2350
882141,1645,28,4,8,1,165,58,913
882150,1945,18,4,14,1,189,58,172
882167,2005,29,14,12,0,151,68,6632
882168,1245,76,4,3,1,44,58,8570
882170,100,40,4,13,1,151,22,3219
882180,1327,56,23,8,1,158,70,7664
882190,1213,16,4,8,0,189,58,7073
882193,1000,39,37,0,0,189,56,6943
882194,1800,62,37,4,1,199,58,5901
882196,2330,30,2,13,1,160,27,3930
882201,1830,61,4,5,0,199,58,5048
882203,100,46,4,18,1,158,58,1442
882206,30,27,14,9,0,188,68,9810
882210,1400,34,37,7,0,165,58,10153
882215,1900,30,2,9,1,199,68,5167
882218,1400,86,37,19,0,151,68,6310
882220,2200,30,52,9,0,199,58,2889
882226,1250,30,55,9,1,199,58,10045
882230,2355,63,56,8,1,199,33,9106
882235,1615,31,2,0,0,199,24,9167
882240,42,28,2,0,1,189,37,361
882249,620,40,2,12,0,16,39,1646
882262,1430,45,56,15,1,149,58,10045
882273,600,37,2,4,1,189,57,6026
882286,1120,22,2,3,1,189,27,1124
882289,1100,25,44,9,0,189,68,6573
882297,2330,23,4,0,0,189,58,8753
882313,140,37,37,14,0,199,58,3916
882332,1935,36,4,4,1,189,58,5407
882335,2030,23,72,12,0,218,68,40
882339,130,35,37,2,0,189,68,3280
882340,1715,28,4,15,0,151,58,4451
882344,1430,55,2,3,1,199,68,9398
882348,1315,57,2,1,0,188,28,5920
882368,100,32,2,1,1,188,24,9379
882377,1507,36,2,0,1,188,24,7778
882381,1030,16,4,17,1,188,58,10055
882384,2330,12,18,2,0,189,58,554
882387,400,59,4,14,0,189,58,3747
882405,100,28,82,0,1,199,50,7536
882412,730,26,4,12,1,218,58,5927
882416,1024,60,72,12,0,218,68,40
882418,140,20,4,4,0,165,68,3603
882424,50,24,2,9,0,199,66,4181
882438,2020,26,10,13,1,165,24,7352
882451,1300,12,4,11,1,199,58,7352
882455,1055,77,4,20,1,188,58,1258
882470,2010,46,72,12,0,218,68,4623
882472,1530,18,56,18,1,199,58,9365
882477,1315,33,4,19,0,162,58,3467
882480,1330,43,2,11,1,199,41,8720
882488,1345,74,4,15,1,158,58,5203
882494,1,76,13,18,1,189,68,1468
882495,1200,32,2,20,1,165,37,151
882498,1845,25,36,6,0,151,58,7574
882500,2000,43,2,15,1,199,51,5150
882502,1650,19,4,14,0,151,58,406
882506,1320,20,4,1,1,71,58,195
882510,1120,20,37,20,0,223,58,9572
882512,2100,46,36,0,0,199,43,10042
882514,920,37,81,0,1,223,32,6526
882530,1500,39,56,0,1,77,24,6319
882532,2206,53,75,12,1,218,68,4623
882535,17,51,37,20,1,189,58,105
882557,1120,45,4,1,1,112,58,5295
882569,1958,56,75,12,0,218,68,5926
882573,2030,21,4,14,1,189,58,6808
882577,2030,38,23,14,1,189,70,8439
882580,1200,32,14,18,0,165,68,3040
882591,1100,50,4,3,1,151,58,1402
882597,700,23,56,9,1,199,51,1613
882601,1030,49,37,12,0,189,68,7715
882603,1445,75,4,9,0,8,58,5892
882604,1355,40,4,12,0,151,58,6463
882611,2230,70,4,14,0,189,58,2939
882629,1200,27,74,15,0,199,58,5243
882636,1658,41,56,3,1,188,58,9601
882655,1140,43,4,14,0,199,58,9217
882660,1700,66,29,7,0,189,70,1838
882666,2200,24,67,16,1,199,67,9247
882676,2200,47,2,0,1,189,68,208
882690,400,22,52,18,0,71,58,649
882694,100,18,36,1,0,71,58,8639
882710,600,43,36,9,0,189,58,3683
882714,45,66,2,3,0,151,68,9005
882716,2300,53,2,13,1,140,37,4692
882717,845,32,56,0,1,199,69,1763
882721,20,48,6,17,1,165,58,6971
882732,900,67,37,0,1,189,68,7006
882735,1100,33,4,1,0,188,58,8122
882746,210,37,82,0,1,199,68,871
882769,1736,25,3,7,0,165,51,8333
882777,2250,19,4,16,1,151,58,3800
882782,1200,31,38,16,0,48,58,5839
882785,940,28,43,17,0,165,68,2346
882787,1640,65,23,4,0,189,70,1361
882793,1535,47,8,6,0,160,68,2953
882796,1845,27,14,9,1,199,68,2048
882801,1300,58,4,1,0,199,58,6593
882819,1610,39,36,8,0,158,58,1036
882821,15,29,14,12,1,199,68,7595
882822,1400,34,23,19,0,189,70,3257
882838,1930,35,2,14,1,188,66,9051
882840,1910,22,2,4,1,199,69,9783
882842,945,43,4,8,1,188,58,1013
882846,1445,19,4,7,1,189,58,8953
882858,1800,38,75,12,0,218,68,40
882866,1850,46,81,15,1,151,39,5469
882869,2030,57,62,14,0,165,66,8547
882871,840,36,4,9,0,164,58,9792
882879,1740,53,2,17,1,199,24,9930
882899,1820,23,72,9,0,158,58,5939
882914,2247,44,2,13,1,199,68,9091
882916,1700,37,37,18,1,189,58,2464
882917,1210,58,56,9,1,199,51,5766
882921,1630,53,2,9,0,189,68,4263
882923,820,65,2,0,1,199,66,6162
882932,600,31,4,19,1,151,58,7059
882943,2340,34,23,16,1,189,70,4295
882944,825,55,6,12,1,218,68,5283
882945,2045,46,37,16,1,189,58,3851
882950,1726,31,4,6,1,199,58,2960
882958,845,20,37,14,0,151,58,4635
882982,40,27,56,7,1,21,58,9799
882983,1100,33,2,7,0,189,32,8329
882988,815,6,24,19,1,50,58,7163
883009,2100,27,36,15,0,189,58,7513
883029,805,17,4,2,1,199,68,9819
883032,1130,29,37,9,1,189,68,5589
883033,2100,54,4,13,0,164,68,4087
883035,1030,36,2,0,0,189,27,8756
883038,800,80,4,15,1,156,58,4282
883040,2045,64,37,6,0,188,58,9191
883056,800,30,80,6,1,199,68,6957
883063,2120,22,37,11,0,189,4,749
883070,2130,50,37,18,1,59,58,4393
883073,1430,36,2,0,1,199,58,6797
883079,1800,40,23,15,0,151,70,5476
883083,545,36,82,6,1,199,68,6440
883110,1820,61,23,5,0,189,70,167
883111,950,63,4,0,1,189,58,7906
883114,1600,49,4,18,1,188,58,10118
883116,1000,57,4,15,1,158,58,5006
883118,120,56,4,2,1,189,58,402
883133,1400,20,4,18,1,151,58,2455
883140,500,27,36,1,0,199,58,9081
883142,1945,43,10,20,0,189,68,6684
883148,1930,30,37,4,0,151,58,838
883150,1030,29,4,5,1,199,58,9335
883151,2300,24,2,3,0,199,39,9825
883153,1400,18,4,15,1,158,58,5625
883158,745,42,4,12,1,218,68,10157
883161,1200,77,13,12,1,189,68,7876
883167,330,39,2,0,1,199,24,6207
883176,1510,13,4,3,0,73,58,716
883180,1,50,36,1,1,151,22,3635
883181,1950,29,4,4,0,42,58,3483
883186,330,46,4,19,0,189,58,3242
883195,1133,79,56,3,0,165,58,8412
883204,1850,38,81,6,1,199,15,1310
883207,555,26,4,1,1,43,58,117
883220,1830,63,4,4,0,189,58,2756
883242,1720,54,43,12,0,218,58,4624
883250,2040,38,37,14,0,216,58,9213
883255,2310,49,37,3,0,189,58,1171
883262,1800,60,3,9,1,188,51,7990
883280,1300,32,37,3,0,189,58,7888
883285,101,36,2,19,1,158,24,3271
883294,1640,38,21,0,1,199,54,5684
883298,15,30,75,12,0,218,68,5926
883305,1420,30,37,16,0,151,58,7807
883309,500,24,36,2,0,189,58,3102
883316,2215,56,23,9,0,189,70,785
883327,1030,66,36,19,0,151,65,7127
883330,2205,23,56,13,1,199,58,9684
883343,1500,34,13,15,0,151,51,4411
883350,1111,60,80,12,1,188,68,3544
883361,1500,61,10,13,1,151,58,4677
883367,2135,40,4,9,1,199,58,9167
883378,455,21,56,9,1,199,24,8649
883389,1,35,4,1,0,165,58,8705
883396,850,40,37,13,0,199,58,5383
883410,1350,16,2,9,1,199,32,9657
883412,1400,66,4,9,1,199,58,64
883416,1730,23,4,15,1,158,58,5625
883418,1554,21,4,8,0,158,58,7176
883421,2313,35,80,15,1,199,58,3023
883427,1230,54,36,14,0,189,58,395
883428,1550,21,4,12,1,199,58,41
883434,1030,45,23,9,1,158,70,8028
883440,1100,46,2,7,1,189,32,8329
883444,1830,22,37,0,0,189,58,8041
883453,200,32,36,0,1,189,68,6796
883456,1540,14,4,8,1,188,58,10003
883461,1,54,4,0,0,189,58,1374
883462,2335,28,4,1,1,159,58,387
883465,2000,43,10,7,0,151,21,8248
883469,2130,40,10,7,1,188,58,9259
883484,430,29,37,4,1,151,58,6027
883511,345,33,37,6,1,189,58,6977
883516,1325,54,4,12,1,199,58,2457
883522,1245,54,4,17,1,87,58,7344
883525,1900,37,36,5,0,165,68,9167
883537,1700,8,18,4,1,151,4,1740
883546,940,30,4,8,0,151,58,698
883547,915,26,2,12,1,60,21,8227
883550,1535,36,4,4,1,48,58,8193
883559,1230,22,83,5,1,60,70,5796
883563,1200,33,37,17,0,151,58,7633
883564,1330,16,59,15,1,162,58,5079
883565,2300,31,37,0,0,151,58,513
883567,1255,23,4,20,1,70,58,8509
883571,1200,16,44,0,1,67,70,8160
883572,2000,40,33,14,0,199,58,9381
883574,400,39,52,9,0,3,58,3404
883575,1830,38,10,6,1,151,24,289
883579,1940,43,3,14,1,199,58,9043
883587,2300,30,37,17,0,151,58,6544
883592,540,60,56,9,1,3,51,9944
883594,1030,64,4,17,1,79,68,7634
883596,2030,9,18,19,1,189,58,3487
883597,1547,28,10,7,1,188,29,1935
883605,1420,21,4,15,0,151,58,6102
883614,1530,13,2,7,1,188,37,9929
883626,1350,57,80,6,0,199,45,10116
883629,1235,35,4,2,1,188,58,461
883636,1230,24,2,3,1,158,51,7789
883640,210,36,4,0,0,90,58,8062
883667,1550,61,4,16,1,165,58,3796
883671,30,30,4,14,1,227,45,695
883678,1015,16,7,7,0,149,58,10022
883683,315,38,4,11,1,189,58,2732
883689,210,34,2,13,1,188,37,10138
883695,1900,86,4,8,0,151,58,1430
883699,2000,22,36,7,1,165,58,1796
883710,1900,56,2,0,0,151,68,8157
883715,1700,48,9,7,1,82,7,2224
883716,1205,24,4,3,0,156,68,7856
883721,1600,26,56,14,1,3,58,9652
883722,2230,55,14,12,0,174,68,720
883732,1300,42,4,14,0,188,58,3575
883735,1600,42,75,12,1,218,68,4623
883753,2015,48,2,17,0,188,28,9780
883756,1345,26,2,14,1,165,32,3156
883757,1916,39,56,5,1,158,70,4461
883765,1530,29,10,8,1,164,37,6111
883767,426,24,52,8,0,151,58,698
883771,1315,42,3,19,1,164,0,9123
883772,1745,16,7,9,0,199,58,2052
883773,1150,32,37,16,1,48,58,4112
883774,1845,29,4,17,1,188,58,10023
883780,1300,43,37,12,1,189,58,1180
883790,2250,25,10,6,0,151,37,262
883791,420,22,4,2,0,151,58,3063
883794,2130,61,2,0,1,188,12,5684
883796,31,70,23,19,1,151,70,2619
883799,1600,58,23,1,1,165,70,7533
883803,30,41,37,6,1,13,58,2709
883811,2230,22,58,18,1,189,58,2651
883821,2320,35,4,0,0,199,58,1380
883832,1830,65,4,4,1,189,58,2756
883833,1235,22,2,11,1,188,56,9082
883839,1600,32,56,3,0,199,58,9595
883856,2200,52,2,5,1,70,66,9224
883887,1110,61,10,6,0,165,70,7734
883898,2300,30,14,9,1,199,68,3402
883901,2000,38,2,19,1,199,24,2821
883905,1100,3,18,14,1,40,58,4631
883914,1155,73,43,1,1,199,58,4682
883924,2210,28,10,9,1,189,33,6411
883925,320,25,37,17,0,151,58,6485
883926,2200,37,4,3,0,189,58,8836
883933,847,30,2,18,1,158,51,674
883943,1230,11,24,17,0,188,58,9963
883959,1852,22,2,13,1,199,70,9149
883963,1200,23,37,4,0,189,58,8008
883966,1534,22,37,14,0,75,58,8875
883967,1010,23,4,19,1,182,58,7286
883968,1230,57,4,8,1,189,58,644
883969,1900,12,23,3,1,189,70,931
883975,615,39,4,1,1,131,58,8168
883980,2000,28,56,15,1,188,58,8146
883981,32,29,72,12,0,218,68,7396
883984,1,5,24,11,1,189,58,3145
883986,1700,57,2,20,1,48,68,5836
883998,1630,34,4,15,1,151,58,5594
883999,915,14,4,6,0,199,58,767
884006,200,21,36,12,0,189,58,5088
884009,1910,35,56,0,1,165,54,1776
884010,1720,36,4,2,0,42,58,8536
884022,1410,24,56,11,1,165,28,9810
884027,1100,29,2,0,0,151,0,6796
884035,915,51,2,19,1,151,39,6967
884039,2320,10,61,15,0,189,24,2987
884042,1300,21,4,2,0,224,69,3850
884044,1820,21,7,15,0,3,58,4591
884078,1100,43,4,15,0,151,58,5594
884084,2110,31,4,15,1,199,68,4544
884096,1030,37,43,14,0,3,68,3702
884098,1610,64,23,9,0,189,70,3707
884101,1200,22,37,2,0,189,5,2850
884109,1955,22,10,8,0,123,28,9226
884113,1,36,14,12,1,48,68,995
884114,1230,48,36,17,0,151,58,2200
884120,1135,62,4,11,0,199,58,835
884127,1512,70,72,12,0,218,68,6634
884135,1845,45,56,7,1,199,32,10035
884136,2050,65,36,14,0,189,66,3578
884142,2215,22,2,16,1,121,67,7218
884161,1,26,37,11,0,151,58,2975
884166,100,26,2,1,1,188,24,9379
884168,2240,40,13,8,0,189,58,7048
884170,310,30,2,0,1,199,66,9381
884173,1800,60,80,8,0,189,45,1221
884185,920,31,10,8,1,50,68,7962
884187,1500,44,4,6,0,165,58,2952
884189,900,29,37,1,0,151,58,149
884190,920,60,56,7,0,188,58,2209
884194,1200,72,4,8,1,189,58,7791
884196,2010,36,4,17,1,151,58,6113
884201,1515,22,23,0,1,199,68,4753
884216,2200,69,37,3,1,151,58,638
884224,1400,64,4,15,1,151,58,5227
884225,2100,51,56,13,1,199,58,1734
884232,2010,48,4,16,1,49,58,3507
884234,1500,4,18,13,0,151,4,7464
884237,1930,50,80,8,1,165,45,6848
884251,630,46,37,7,1,189,58,556
884256,2300,39,42,6,0,71,58,7568
884269,1500,22,37,7,1,71,58,8423
884298,2100,16,56,14,1,188,70,9552
884301,2300,21,10,20,1,189,24,6122
884308,1615,46,37,15,0,189,58,5857
884320,740,38,4,1,0,199,58,10056
884322,1035,59,4,14,1,189,58,687
884325,2330,43,37,0,0,188,58,7858
884332,1300,38,4,15,1,149,58,10044
884341,1550,18,56,11,1,188,58,8605
884343,2000,28,67,13,0,223,68,4379
884353,730,26,4,0,1,60,58,5017
884368,1,21,64,15,0,151,68,4945
884375,1819,36,4,2,1,195,58,3317
884376,1500,73,4,5,1,188,58,5048
884380,1645,41,4,8,0,165,58,719
884386,855,43,4,13,1,199,58,5968
884394,740,33,2,9,0,188,39,4642
884399,1725,29,2,10,1,164,39,5776
884403,1420,59,10,4,1,188,37,9783
884404,800,46,67,12,0,188,68,6935
884405,1700,63,4,20,0,48,58,2024
884406,130,24,2,17,1,188,28,9491
884417,200,35,4,14,1,60,58,963
884442,1120,19,56,8,1,158,14,1416
884444,1740,20,2,11,0,199,8,10117
884453,1415,57,2,4,0,199,68,10051
884456,35,18,2,0,0,165,24,4094
884463,1430,64,13,6,1,151,68,2954
884464,1530,14,52,9,0,189,58,3678
884467,1730,27,2,14,0,189,27,6006
884478,1400,36,36,11,0,199,69,5018
884483,1805,66,4,13,0,188,56,3885
884494,1,23,10,3,0,151,37,7887
884509,300,45,10,9,0,199,28,6124
884518,1800,31,4,2,0,63,58,518
884521,1030,43,4,1,0,188,45,7476
884527,1700,51,23,20,1,151,70,1237
884528,1950,40,80,0,1,189,56,201
884533,1230,42,4,5,1,149,58,9224
884535,1115,44,56,8,1,165,58,1447
884546,450,30,37,7,1,71,58,8290
884548,231,29,9,12,0,218,68,40
884559,1530,50,37,8,0,189,58,6222
884561,1815,45,36,4,0,199,58,4034
884562,1440,63,36,20,0,189,68,5368
884566,1245,22,14,0,1,223,68,6473
884577,1830,35,4,11,1,182,58,2900
884583,1245,17,23,13,1,67,70,4609
884595,1304,29,2,8,0,199,68,9846
884597,1700,44,2,15,1,189,58,853
884602,1037,42,77,2,1,199,68,9856
884603,1114,28,37,18,0,189,58,2446
884615,2230,17,37,14,0,189,58,1585
884616,1700,37,13,2,1,189,68,3340
884619,945,49,4,12,1,199,68,3345
884626,2200,47,56,13,1,165,27,1708
884627,740,44,4,13,1,141,58,308
884628,1103,26,56,0,1,188,51,9945
884632,1000,31,37,11,0,151,58,3629
884635,2200,53,23,0,0,189,70,7425
884636,1040,28,36,15,0,151,58,4957
884637,812,22,72,12,0,218,68,4623
884640,1300,28,2,8,1,189,37,988
884642,800,31,81,8,1,164,68,655
884645,1115,69,2,7,1,164,58,2584
884656,1700,42,13,6,1,198,68,7287
884669,1020,45,2,16,0,189,68,7756
884683,1930,22,4,0,0,10,58,3694
884687,30,22,56,6,1,199,24,6329
884691,1800,51,14,12,1,188,68,9034
884692,540,42,56,0,1,21,51,10042
884697,2350,32,2,3,1,199,36,9436
884716,2320,34,80,20,1,165,28,3407
884719,1400,31,43,5,0,70,58,3735
884723,1230,31,37,17,1,151,68,7821
884724,1135,39,4,7,1,44,58,7938
884736,340,21,37,8,0,199,58,6301
884737,1350,17,56,9,1,3,58,3399
884738,2150,34,37,0,1,199,58,364
884739,1430,15,2,4,1,67,49,4298
884741,1700,10,37,14,1,21,58,9219
884746,1910,25,4,5,1,189,68,6744
884759,2330,35,7,15,0,3,58,5116
884763,1015,37,2,13,0,151,32,4090
884764,520,19,2,14,1,199,37,8882
884771,2100,32,37,20,1,151,58,6715
884774,1215,63,3,14,0,188,56,9972
884775,1033,39,37,15,0,188,58,9540
884781,1000,21,37,8,1,151,58,892
884783,1320,20,4,1,1,151,58,195
884786,1145,18,17,4,0,189,24,4068
884787,15,55,37,18,0,189,58,1025
884788,330,25,74,9,0,154,58,2012
884789,1130,15,18,15,1,67,58,6076
884793,1015,24,2,19,1,188,56,9838
884799,1200,69,23,0,0,189,70,7422
884803,1930,43,4,3,1,77,58,8977
884804,2000,28,4,4,1,189,58,1998
884810,1300,15,23,10,1,67,70,3741
884814,135,55,37,19,0,189,58,3301
884823,910,44,2,0,1,199,24,6468
884824,1940,14,18,20,0,160,24,1716
884825,400,28,38,4,0,151,58,2891
884826,1530,15,2,13,1,199,43,1247
884835,1000,38,2,1,1,158,32,3570
884841,1412,50,4,14,0,50,68,8137
884842,1040,41,2,0,1,199,24,6367
884843,1000,34,37,15,0,151,58,355
884844,45,29,4,0,1,151,58,8750
884848,1330,54,23,4,1,205,70,6626
884853,200,51,2,14,1,21,68,9219
884854,2300,30,37,9,0,87,58,184
884855,100,12,18,4,0,189,58,4774
884862,800,20,37,2,1,199,58,3102
884865,1245,39,4,19,1,189,58,3472
884871,1900,21,7,15,0,151,58,4945
884872,1300,60,2,3,1,189,68,608
884877,1730,38,56,3,1,222,70,8804
884878,1830,34,56,13,1,188,28,6706
884885,1625,31,4,16,1,151,58,7235
884887,2245,7,18,19,0,189,58,7832
884888,318,44,61,14,0,189,66,213
884891,1440,29,2,3,0,151,22,1402
884916,1045,50,4,6,0,188,58,9617
884918,1500,36,4,1,1,59,58,8773
884919,1200,42,37,14,0,199,58,9249
884924,900,64,86,15,0,189,58,3351
884931,1100,33,23,3,1,151,70,1501
884940,2300,56,2,17,1,199,68,10022
884944,1820,21,36,0,0,199,58,375
884947,2145,36,23,19,1,189,70,3056
884952,1800,40,10,14,1,87,58,8502
884956,1940,79,4,19,1,189,58,6516
884961,2300,28,72,12,1,218,68,4623
884964,1030,60,13,16,0,189,68,5731
884970,1500,67,2,0,1,199,56,3773
884973,1520,38,4,14,1,199,58,44
884980,1130,36,4,8,1,199,58,6340
884984,1500,49,4,0,0,158,58,9167
884988,30,30,13,13,0,165,68,2077
884992,20,36,14,18,1,48,68,1240
884994,130,20,52,3,0,189,58,885
884998,1500,39,2,11,1,188,24,5253
885000,2200,57,75,12,0,218,68,40
885003,1300,44,37,6,0,189,58,2066
885007,1600,58,4,7,0,199,45,9313
885016,2125,40,4,15,1,158,58,5208
885017,1525,27,4,9,1,199,58,5113
885020,130,52,4,8,1,165,58,6225
885024,1630,55,37,18,1,189,58,7450
885044,2315,51,4,8,1,188,58,1566
885050,1100,40,72,18,0,189,68,3149
885053,100,43,72,1,1,199,58,1612
885064,2110,30,23,14,0,199,70,8050
885065,805,42,36,5,0,160,68,4324
885068,1710,56,4,0,1,189,58,8757
885069,1300,67,4,1,0,151,68,5916
885073,1900,70,75,12,1,188,68,6879
885078,850,51,4,8,1,199,58,5145
885086,2130,40,23,4,0,189,70,8011
885089,1300,48,2,17,1,188,14,9559
885099,2100,14,58,0,0,151,58,5719
885103,400,31,72,12,0,218,68,5926
885105,2200,45,37,8,0,151,58,7663
885114,1400,28,63,20,1,151,58,6682
885115,1115,39,4,5,1,189,58,3178
885119,30,33,4,7,1,70,58,2523
885124,300,34,36,13,0,189,58,836
885146,2230,40,67,6,1,204,58,303
885147,115,36,10,7,1,165,24,1538
885153,944,43,9,6,1,23,7,7234
885159,1900,42,37,4,0,192,58,9466
885162,1818,25,4,0,0,227,58,3000
885168,1010,57,85,6,0,71,38,6212
885175,1000,18,2,14,0,189,24,607
885177,1750,33,2,16,1,165,68,9940
885185,2120,26,4,12,0,218,68,6586
885187,1400,35,2,0,1,199,24,7948
885193,1845,64,23,15,1,151,70,5215
885201,1130,50,56,3,1,189,56,1490
885205,1545,47,4,4,0,67,58,4896
885228,1500,13,23,2,1,151,70,9054
885235,1950,46,4,7,1,165,58,9893
885237,1313,27,4,12,0,218,58,6634
885246,1455,40,4,3,1,164,58,8526
885260,1040,10,2,5,0,189,58,4873
885261,750,66,56,14,1,158,51,8956
885262,2228,37,23,14,0,189,70,776
885273,1330,66,56,14,1,60,37,9381
885277,400,25,52,6,0,189,58,8493
885281,1925,22,56,15,1,199,29,2762
885286,1900,61,23,15,1,151,70,4808
885288,1130,28,39,2,0,165,58,466
885293,1800,30,23,16,1,121,70,10055
885302,1200,71,4,8,0,165,58,724
885308,2230,45,36,15,1,199,58,4306
885311,1755,42,37,17,1,188,58,9568
885323,1200,57,2,3,1,199,12,679
885329,845,68,4,13,0,151,58,8701
885333,1315,26,14,12,0,199,35,9938
885370,140,31,75,12,0,218,68,4623
885381,1815,54,10,1,1,151,28,5306
885382,1245,47,2,3,1,199,21,9593
885384,1700,27,37,14,0,189,58,2409
885391,1740,51,4,18,1,188,58,9604
885403,1040,49,4,0,1,188,68,6206
885406,2130,42,2,5,1,199,28,5176
885417,2350,41,4,19,1,158,58,3106
885421,1030,16,4,16,1,67,58,7291
885426,500,46,75,12,0,218,68,6634
885428,1300,19,2,8,1,199,24,9471
885433,1700,65,56,15,1,188,51,3944
885435,2200,15,52,16,0,151,58,3837
885442,2231,59,23,7,0,189,70,1603
885445,1300,43,56,14,1,199,37,694
885462,2130,26,67,12,0,160,68,7875
885471,1800,46,36,20,0,189,58,6713
885483,1515,49,4,15,1,189,58,5003
885492,720,58,4,0,1,189,58,6050
885494,2330,56,4,16,0,151,58,7168
885500,2255,23,4,14,1,79,58,8464
885507,1500,27,2,15,0,168,58,4373
